Campaign,Campaign type,Campaign start date,Campaign end date,Audience segment,Audience segment type,Clicks,Impr.,CTR,TrueView view rate
UCM - Work That Matters Awareness - Display - 7.8-9.30,Display,"Jul 8, 2025","Sep 30, 2025",Work that matters,Custom segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,"Jul 18, 2025","Sep 30, 2025",News & Politics › Avid News Readers,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,"Jul 18, 2025","Sep 30, 2025",Lifestyles & Hobbies › Business Professionals,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,"Jul 18, 2025","Sep 30, 2025",Technology › Mobile Enthusiasts,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,"Jul 18, 2025","Sep 30, 2025",News & Politics,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,"Jul 18, 2025","Sep 30, 2025",Technology › Social Media Enthusiasts,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,"Jul 18, 2025","Sep 30, 2025",Technology,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,"Jul 18, 2025","Sep 30, 2025",Technology › Technophiles,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,"Jul 18, 2025","Sep 30, 2025",Business Creation,Life event,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,"Jul 18, 2025","Sep 30, 2025",Business Creation › Recently Started a Business,Life event,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,"Jul 18, 2025","Sep 30, 2025",Business Creation › Starting a Business Soon,Life event,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,"Jul 18, 2025","Sep 30, 2025",Work that matters,Custom segment,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,"Jul 21, 2025","Aug 21, 2025",Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,"Jul 21, 2025","Aug 21, 2025",College Campuses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,"Jul 21, 2025","Aug 21, 2025",College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,"Jul 21, 2025","Aug 21, 2025",College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,"Jul 21, 2025","Aug 21, 2025",Colleges,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,"Jul 21, 2025","Aug 21, 2025",Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,"Jul 21, 2025","Aug 21, 2025",Organizational Psychology Masters Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,"Jul 21, 2025","Aug 21, 2025",Psychology Degree Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,"Jul 21, 2025","Aug 21, 2025",Psychology Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,"Jul 21, 2025","Aug 21, 2025",Research Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,"Jul 21, 2025","Aug 21, 2025",Sound Effects,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,"Jul 21, 2025","Aug 21, 2025",Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,"Jul 21, 2025","Aug 21, 2025",University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,"Jul 31, 2025","Aug 31, 2025",Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,"Jul 31, 2025","Aug 31, 2025",College Campuses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,"Jul 31, 2025","Aug 31, 2025",College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,"Jul 31, 2025","Aug 31, 2025",College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,"Jul 31, 2025","Aug 31, 2025",Colleges,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,"Jul 31, 2025","Aug 31, 2025",Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,"Jul 31, 2025","Aug 31, 2025",Organizational Psychology Masters Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,"Jul 31, 2025","Aug 31, 2025",Psychology Degree Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,"Jul 31, 2025","Aug 31, 2025",Psychology Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,"Jul 31, 2025","Aug 31, 2025",Research Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,"Jul 31, 2025","Aug 31, 2025",Sound Effects,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,"Jul 31, 2025","Aug 31, 2025",Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,"Jul 31, 2025","Aug 31, 2025",University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,"Aug 14, 2025","Sep 14, 2025",Technology,Affinity segment,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,"Aug 14, 2025","Sep 14, 2025",Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,"Aug 14, 2025","Sep 14, 2025",College Graduation › Graduating Soon,Life event,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,"Aug 14, 2025","Sep 14, 2025",College Graduation › Recently Graduated,Life event,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,"Aug 14, 2025","Sep 14, 2025",Employment › Industry › Technology Industry,Detailed demographics,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,"Aug 14, 2025","Sep 14, 2025",Astronomy and Space Science,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,"Aug 14, 2025","Sep 14, 2025",College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,"Aug 14, 2025","Sep 14, 2025",College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,"Aug 14, 2025","Sep 14, 2025",Galaxy Books and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,"Aug 14, 2025","Sep 14, 2025",Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,"Aug 14, 2025","Sep 14, 2025",Higher Education Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,"Aug 14, 2025","Sep 14, 2025",International Space Station,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,"Aug 14, 2025","Sep 14, 2025",NASA News and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,"Aug 14, 2025","Sep 14, 2025",Rockets,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,"Aug 14, 2025","Sep 14, 2025",Space Program Launch Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,"Aug 14, 2025","Sep 14, 2025",Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,"Aug 14, 2025","Sep 14, 2025",University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,"Aug 14, 2025","Sep 14, 2025",AI in CMU,Custom segment,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,"Aug 28, 2025","Sep 28, 2025",Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,"Aug 28, 2025","Sep 28, 2025",Education › Post-Secondary Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,"Aug 28, 2025","Sep 28, 2025",Agricultural College Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,"Aug 28, 2025","Sep 28, 2025",Agricultural Services for Food Crops,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,"Aug 28, 2025","Sep 28, 2025",Agriculture Technology,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,"Aug 28, 2025","Sep 28, 2025",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,"Aug 28, 2025","Sep 28, 2025",Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,"Aug 28, 2025","Sep 28, 2025",Farm Management Software,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,"Aug 28, 2025","Sep 28, 2025",Farming,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,"Aug 28, 2025","Sep 28, 2025",Information About Agriculture,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,"Aug 28, 2025","Sep 28, 2025",Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,"Aug 28, 2025","Sep 28, 2025",Robotics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,"Sep 11, 2025","Oct 11, 2025",Home & Garden › Home Appliances › Climate Control & Air Quality,In-market segment,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,"Sep 11, 2025","Oct 11, 2025",Education › Post-Secondary Education › Health Care Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,"Sep 11, 2025","Oct 11, 2025",Employment › Industry › Healthcare Industry,Detailed demographics,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,"Sep 11, 2025","Oct 11, 2025",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,"Sep 11, 2025","Oct 11, 2025",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,"Sep 11, 2025","Oct 11, 2025",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,"Sep 11, 2025","Oct 11, 2025",Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,"Sep 11, 2025","Oct 11, 2025",Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,"Sep 11, 2025","Oct 11, 2025",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,"Sep 11, 2025","Oct 11, 2025",Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,"Sep 11, 2025","Oct 11, 2025",National Weather Service,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,"Sep 11, 2025","Oct 11, 2025",Weather Data,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,"Sep 11, 2025","Oct 11, 2025",Weather Forecast App,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Lifestyles & Hobbies › Business Professionals,Affinity segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Travel › Business Travelers,Affinity segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Technology › Technophiles › Cloud Services Power Users,Affinity segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Lifestyles & Hobbies,Affinity segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Technology,Affinity segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Education › Post-Secondary Education › Business Education,In-market segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Business Services,In-market segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Business Services › Business Technology,In-market segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Business Services › Business Technology › Enterprise Software › CRM Solutions,In-market segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Education,In-market segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Employment › Government & Public Sector Jobs,In-market segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Business Services › Business Technology › Network Systems & Services › Hosted Data & Cloud Storage,In-market segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Employment › IT & Technical Jobs,In-market segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Government Contract Opportunities,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Government Jobs,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Neural Network Software,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Photo Recognition Software,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Security Clearance,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Artificial Intelligence Programs and Information,Custom affinity segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Business Opportunities,Custom affinity segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Business Start up Services,Custom affinity segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Entrepreneur News,Custom affinity segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Online Business,Custom affinity segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Robotics,Custom affinity segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Starting a Business in the USA,Custom affinity segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,"Sep 11, 2025","Sep 14, 2025",Technology News and Trends,Custom affinity segment: auto-created,0,0,0,0
UCM - Podcast - S2 E13 - Unlocking the Future of Gene Therapy - 9.25 - 10.25,Demand Gen,"Sep 25, 2025","Oct 25, 2025",Employment › Health & Medical Jobs,In-market segment,0,0,0,0
UCM - Podcast - S2 E13 - Unlocking the Future of Gene Therapy - 9.25 - 10.25,Demand Gen,"Sep 25, 2025","Oct 25, 2025",Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E13 - Unlocking the Future of Gene Therapy - 9.25 - 10.25,Demand Gen,"Sep 25, 2025","Oct 25, 2025",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E13 - Unlocking the Future of Gene Therapy - 9.25 - 10.25,Demand Gen,"Sep 25, 2025","Oct 25, 2025",Bill Nye the Science Guy Videos,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E13 - Unlocking the Future of Gene Therapy - 9.25 - 10.25,Demand Gen,"Sep 25, 2025","Oct 25, 2025",Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E13 - Unlocking the Future of Gene Therapy - 9.25 - 10.25,Demand Gen,"Sep 25, 2025","Oct 25, 2025",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E13 - Unlocking the Future of Gene Therapy - 9.25 - 10.25,Demand Gen,"Sep 25, 2025","Oct 25, 2025",Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E13 - Unlocking the Future of Gene Therapy - 9.25 - 10.25,Demand Gen,"Sep 25, 2025","Oct 25, 2025",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E13 - Unlocking the Future of Gene Therapy - 9.25 - 10.25,Demand Gen,"Sep 25, 2025","Oct 25, 2025",Science Experiments,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E13 - Unlocking the Future of Gene Therapy - 9.25 - 10.25,Demand Gen,"Sep 25, 2025","Oct 25, 2025",Science and Scientific Research,Custom intent segment: auto-created,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,"Oct 1, 2025","Jan 31, 2026",News & Politics › Avid News Readers,Affinity segment,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,"Oct 1, 2025","Jan 31, 2026",Lifestyles & Hobbies › Business Professionals,Affinity segment,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,"Oct 1, 2025","Jan 31, 2026",Technology › Mobile Enthusiasts,Affinity segment,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,"Oct 1, 2025","Jan 31, 2026",News & Politics,Affinity segment,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,"Oct 1, 2025","Jan 31, 2026",Technology › Social Media Enthusiasts,Affinity segment,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,"Oct 1, 2025","Jan 31, 2026",Technology,Affinity segment,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,"Oct 1, 2025","Jan 31, 2026",Technology › Technophiles,Affinity segment,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,"Oct 1, 2025","Jan 31, 2026",Business Creation,Life event,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,"Oct 1, 2025","Jan 31, 2026",Business Creation › Recently Started a Business,Life event,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,"Oct 1, 2025","Jan 31, 2026",Business Creation › Starting a Business Soon,Life event,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,"Oct 1, 2025","Jan 31, 2026",Work that matters,Custom segment,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,"Oct 15, 2025","Nov 15, 2025",Business Services › Business Technology › Network Systems & Services › Hosted Data & Cloud Storage,In-market segment,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,"Oct 15, 2025","Nov 15, 2025",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,"Oct 15, 2025","Nov 15, 2025",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,"Oct 15, 2025","Nov 15, 2025",Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,"Oct 15, 2025","Nov 15, 2025",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,"Oct 15, 2025","Nov 15, 2025",Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,"Oct 15, 2025","Nov 15, 2025",Higher Education Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,"Oct 15, 2025","Nov 15, 2025",Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,"Oct 15, 2025","Nov 15, 2025",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,"Oct 15, 2025","Nov 15, 2025",Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,"Oct 15, 2025","Nov 15, 2025",Technology News,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,"Oct 15, 2025","Nov 15, 2025",Technology News and Trends,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,"Oct 23, 2025","Nov 15, 2025",Business Services › Business Technology › Network Systems & Services › Hosted Data & Cloud Storage,In-market segment,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,"Oct 23, 2025","Nov 15, 2025",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,"Oct 23, 2025","Nov 15, 2025",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,"Oct 23, 2025","Nov 15, 2025",Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,"Oct 23, 2025","Nov 15, 2025",Deep Learning,Custom intent segment: auto-created,0,0,0,0
