Campaign,Campaign type,Campaign start date,Campaign end date,Audience segment,Audience segment type,Clicks,Impr.,CTR,TrueView view rate
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10,Video,"Oct 10, 2024","Nov 10, 2024",People not in audiences,People not in audience segments,"23,687","405,122",5.85%,16.70%
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19,Video,"Jul 19, 2024","Aug 19, 2024",People not in audiences,People not in audience segments,"21,828","875,986",2.49%,5.80%
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4,Video,"Oct 4, 2024","Nov 4, 2024",People not in audiences,People not in audience segments,"21,131","348,852",6.06%,19.92%
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17,Video,"Sep 17, 2024","Oct 17, 2024",People not in audiences,People not in audience segments,"20,566","386,048",5.33%,17.51%
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17,Video,"Sep 17, 2024","Oct 17, 2024",People not in audiences,People not in audience segments,"19,007","389,208",4.88%,13.90%
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2,Video,"Aug 2, 2024","Sep 2, 2024",People not in audiences,People not in audience segments,"18,423","405,098",4.55%,14.97%
UCM - DOT Conference (Vehicle Video) - 8.15-8.30,Video,"Aug 15, 2024","Aug 31, 2024",People not in audiences,People not in audience segments,"10,817","190,163",5.69%,14.91%
UCM - AI Horizon Campaign Video - 10.12-10.16,Video,"Oct 12, 2024","Oct 16, 2024",Lifestyles & Hobbies › Business Professionals,Affinity segment,"10,733","550,214",1.95%,1.72%
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024,Video,"Jun 27, 2024","Jul 27, 2024",People not in audiences,People not in audience segments,"10,060","420,833",2.39%,8.14%
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26,Video,"Aug 26, 2024","Sep 26, 2024",Business Services › Business Technology › Network Systems & Services › Hosted Data & Cloud Storage,In-market segment,"9,500","114,190",8.32%,20.13%
UCM - AI Horizon Campaign Video - 10.12-10.16,Video,"Oct 12, 2024","Oct 16, 2024",People not in audiences,People not in audience segments,"9,009","510,288",1.77%,1.42%
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024,Video,"Jun 27, 2024","Jul 27, 2024",Technology,Affinity segment,"8,514","576,728",1.48%,2.56%
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024,Video,"Jun 11, 2024","Jul 7, 2024",People not in audiences,People not in audience segments,"8,433","372,393",2.26%,8.96%
UCM - DOT Conference (Bridges Video) - 8.15-8.30,Video,"Aug 15, 2024","Aug 31, 2024",Technology,Affinity segment,"8,099","480,759",1.68%,0.65%
UCM - Branded Keyword Campaign - 11.11.2024  - 6.30.2025,Search,"Nov 11, 2024","Jun 30, 2025",People not in audiences,People not in audience segments,"7,350","72,450",10.14%,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024,Video,"Jun 11, 2024","Jul 7, 2024",Technology,Affinity segment,"6,922","409,264",1.69%,2.20%
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26,Video,"Aug 26, 2024","Sep 26, 2024",Technology,Affinity segment,"5,502","242,317",2.27%,2.83%
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17,Video,"Sep 17, 2024","Oct 17, 2024",Technology,Affinity segment,"4,249","198,936",2.14%,4.11%
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024,Video,"Jun 27, 2024","Jul 27, 2024",Education,In-market segment,"3,408","264,473",1.29%,2.22%
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024,Video,"Jun 11, 2024","Jul 7, 2024",AI in CMU,Custom segment,"3,022","155,034",1.95%,4.30%
UCM - Branded Keyword Campaign - 11.11.2024  - 6.30.2025,Search,"Nov 11, 2024","Jun 30, 2025",Education,In-market segment,"2,940","21,480",13.69%,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024,Video,"May 23, 2024","Jun 23, 2024",Business Services › Business Technology,In-market segment,"2,922","176,643",1.65%,3.68%
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17,Video,"Sep 17, 2024","Oct 17, 2024",Technology,Affinity segment,"2,908","103,925",2.80%,8.70%
UCM - AI Horizon Campaign Video - 10.12-10.16,Video,"Oct 12, 2024","Oct 16, 2024",Employment › Government & Public Sector Jobs,In-market segment,"2,891","41,418",6.98%,16.87%
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024,Video,"May 9, 2024","Jun 9, 2024",People not in audiences,People not in audience segments,"2,863","203,855",1.40%,3.00%
UCM - Branded Keyword Campaign - 11.11.2024  - 6.30.2025,Search,"Nov 11, 2024","Jun 30, 2025",Lifestyles & Hobbies,Affinity segment,"2,803","15,037",18.64%,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024,Video,"Apr 8, 2024","May 8, 2024",People not in audiences,People not in audience segments,"2,729","220,474",1.24%,2.93%
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2,Video,"Aug 2, 2024","Sep 2, 2024",Technology,Affinity segment,"2,666","114,172",2.34%,5.36%
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26,Video,"Aug 26, 2024","Sep 26, 2024",Education,In-market segment,"2,635","116,810",2.26%,5.43%
UCM - Branded Keyword Campaign - 11.11.2024  - 6.30.2025,Search,"Nov 11, 2024","Jun 30, 2025",Technology,Affinity segment,"2,537","13,638",18.60%,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26,Video,"Aug 26, 2024","Sep 26, 2024",People not in audiences,People not in audience segments,"2,363","246,406",0.96%,0.55%
UCM - DOT Conference (Vehicle Video) - 8.15-8.30,Video,"Aug 15, 2024","Aug 31, 2024",Technology,Affinity segment,"2,350","93,052",2.53%,5.92%
UCM - Branded Keyword Campaign - 11.11.2024  - 6.30.2025,Search,"Nov 11, 2024","Jun 30, 2025",Lifestyles & Hobbies › Business Professionals,Affinity segment,"2,309","12,428",18.58%,0
UCM - Branded Keyword Campaign - 11.11.2024  - 6.30.2025,Search,"Nov 11, 2024","Jun 30, 2025",Technology › Technophiles,Affinity segment,"2,261","11,878",19.04%,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4,Video,"Oct 4, 2024","Nov 4, 2024",Business Services › Business Technology › Network Systems & Services › Hosted Data & Cloud Storage,In-market segment,"2,159","22,097",9.77%,19.79%
UCM - Branded Keyword Campaign - 11.11.2024  - 6.30.2025,Search,"Nov 11, 2024","Jun 30, 2025",Education › Post-Secondary Education,In-market segment,"2,141","21,299",10.05%,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024,Video,"May 23, 2024","Jun 23, 2024",People not in audiences,People not in audience segments,"2,137","130,218",1.64%,6.71%
UCM - DOT Conference (Bridges Video) - 8.15-8.30,Video,"Aug 15, 2024","Aug 31, 2024",Employment › Government & Public Sector Jobs,In-market segment,"2,076","21,965",9.45%,18.42%
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024,Video,"May 23, 2024","Jun 23, 2024",Banking & Finance,Affinity segment,"1,766","108,595",1.63%,1.31%
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4,Video,"Oct 4, 2024","Nov 4, 2024",Education,In-market segment,"1,668","97,341",1.71%,4.82%
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024,Video,"May 9, 2024","Jun 9, 2024",Education,In-market segment,"1,592","95,204",1.67%,4.26%
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024,Video,"Apr 8, 2024","May 8, 2024",Education › Post-Secondary Education,In-market segment,"1,579","169,491",0.93%,3.80%
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024,Video,"May 9, 2024","Jun 9, 2024",Education,In-market segment,"1,424","99,171",1.44%,3.67%
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024,Video,"May 9, 2024","Jun 9, 2024",People not in audiences,People not in audience segments,"1,401","97,733",1.43%,0.99%
UCM - Branded Keyword Campaign - 11.11.2024  - 6.30.2025,Search,"Nov 11, 2024","Jun 30, 2025",Lifestyles & Hobbies › Art & Theater Aficionados,Affinity segment,"1,346","6,914",19.47%,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17,Video,"Sep 17, 2024","Oct 17, 2024",Technology › Technophiles › Cloud Services Power Users,Affinity segment,"1,333","14,778",9.02%,12.88%
UCM - DOT Conference (Bridges Video) - 8.15-8.30,Video,"Aug 15, 2024","Aug 31, 2024",People not in audiences,People not in audience segments,"1,206","96,204",1.25%,0.76%
UCM - Branded Keyword Campaign - 11.11.2024  - 6.30.2025,Search,"Nov 11, 2024","Jun 30, 2025",News & Politics › Avid News Readers › Entertainment News Enthusiasts,Affinity segment,"1,191","7,179",16.59%,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2,Video,"Aug 2, 2024","Sep 2, 2024",Vehicles & Transportation,Affinity segment,"1,095","31,123",3.52%,10.24%
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26,Video,"Aug 26, 2024","Sep 26, 2024",Business Services › Business Technology › Network Systems & Services,In-market segment,"1,050","25,172",4.17%,28.79%
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024,Video,"Apr 8, 2024","May 8, 2024",Education › Highest Level of Educational Attainment › High School Graduate,Detailed demographics,"1,026","115,678",0.89%,1.54%
UCM - Branded Keyword Campaign - 11.11.2024  - 6.30.2025,Search,"Nov 11, 2024","Jun 30, 2025",Technology › Technophiles › Cloud Services Power Users,Affinity segment,955,"4,748",20.11%,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024,Video,"May 23, 2024","Jun 23, 2024",Education › Post-Secondary Education › Business Education,In-market segment,929,"28,706",3.24%,20.67%
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024,Video,"May 9, 2024","Jun 9, 2024",Education › Post-Secondary Education,In-market segment,846,"79,643",1.06%,34.37%
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19,Video,"Jul 19, 2024","Aug 19, 2024",Education › Highest Level of Educational Attainment › Bachelor's Degree,Detailed demographics,757,"36,948",2.05%,3.16%
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17,Video,"Sep 17, 2024","Oct 17, 2024",Education › Post-Secondary Education,In-market segment,693,"30,283",2.29%,10.15%
UCM - Branded Keyword Campaign - 11.11.2024  - 6.30.2025,Search,"Nov 11, 2024","Jun 30, 2025",Education › Post-Secondary Education › Business Education,In-market segment,662,"16,818",3.94%,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30,Video,"Aug 15, 2024","Aug 31, 2024",Technology › Technophiles › Cloud Services Power Users,Affinity segment,604,"29,538",2.04%,1.38%
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26,Video,"Aug 26, 2024","Sep 26, 2024",Education › Post-Secondary Education › Technology Education,In-market segment,599,"12,158",4.93%,23.75%
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19,Video,"Jul 19, 2024","Aug 19, 2024",Education › Post-Secondary Education › Technology Education,In-market segment,587,"29,249",2.01%,24.63%
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17,Video,"Sep 17, 2024","Oct 17, 2024",Education › Post-Secondary Education › Technology Education,In-market segment,556,"10,169",5.47%,27.22%
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2,Video,"Aug 2, 2024","Sep 2, 2024",Education › Post-Secondary Education › Technology Education,In-market segment,483,"8,048",6.00%,16.55%
UCM - DOT Conference (Vehicle Video) - 8.15-8.30,Video,"Aug 15, 2024","Aug 31, 2024",Employment › Government & Public Sector Jobs,In-market segment,448,"4,537",9.87%,18.43%
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26,Video,"Aug 26, 2024","Sep 26, 2024",Education › Post-Secondary Education › Health Care Education,In-market segment,444,"6,660",6.67%,18.24%
UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Video,"Dec 20, 2023","Jul 31, 2024",Machine Learning,Custom intent segment: auto-created,358,"68,061",0.53%,9.72%
UCM - DOT Conference (Display) - 8.15-8.30,Display,"Aug 15, 2024","Aug 31, 2024",Machine Learning,Custom intent segment: auto-created,303,"335,857",0.09%,0
UCM - DOT Conference (Vehicle Video) - 8.15-8.30,Video,"Aug 15, 2024","Aug 31, 2024",Technology › Technophiles › Cloud Services Power Users,Affinity segment,250,"7,147",3.50%,6.56%
UCM - AI Horizons Campaign -Display - 10.12-10.16,Display,"Oct 12, 2024","Oct 16, 2024",AI Chatbot,Custom intent segment: auto-created,250,"23,511",1.06%,0
UCM - Branded Keyword Campaign - 11.11.2024  - 6.30.2025,Search,"Nov 11, 2024","Jun 30, 2025",Business Services › Business Technology › Network Systems & Services › Hosted Data & Cloud Storage,In-market segment,243,"4,758",5.11%,0
UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Video,"Dec 20, 2023","Jul 31, 2024",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,239,"60,789",0.39%,12.06%
UCM - DOT Conference (Display) - 8.15-8.30,Display,"Aug 15, 2024","Aug 31, 2024",Deep Learning,Custom intent segment: auto-created,236,"325,846",0.07%,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17,Video,"Sep 17, 2024","Oct 17, 2024",Education › Post-Secondary Education › Health Care Education,In-market segment,223,"3,399",6.56%,21.54%
UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Video,"Dec 20, 2023","Jul 31, 2024",Education,In-market segment,216,"541,977",0.04%,14.50%
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024,Video,"Jun 27, 2024","Jul 27, 2024",Education › Post-Secondary Education,In-market segment,183,"8,139",2.25%,28.91%
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024,Video,"May 9, 2024","Jun 9, 2024",Education › Post-Secondary Education,In-market segment,176,"21,484",0.82%,20.11%
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2,Video,"Aug 2, 2024","Sep 2, 2024",Education,In-market segment,141,"10,585",1.33%,16.56%
UCM - AI Horizons Campaign -Display - 10.12-10.16,Display,"Oct 12, 2024","Oct 16, 2024",Photo Recognition Software,Custom intent segment: auto-created,140,"9,776",1.43%,0
UCM - Branded Keyword Campaign - 11.11.2024  - 6.30.2025,Search,"Nov 11, 2024","Jun 30, 2025",Education › Post-Secondary Education › Technology Education,In-market segment,129,"5,974",2.16%,0
UCM - AI Horizons Campaign -Display - 10.12-10.16,Display,"Oct 12, 2024","Oct 16, 2024",Deep Learning,Custom intent segment: auto-created,122,"21,918",0.56%,0
UCM - Branded Keyword Campaign - 11.11.2024  - 6.30.2025,Search,"Nov 11, 2024","Jun 30, 2025",Employment › Industry › Technology Industry,Detailed demographics,119,800,14.88%,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024,Video,"Jun 27, 2024","Jul 27, 2024",Education › Post-Secondary Education › Technology Education,In-market segment,112,"6,016",1.86%,24.60%
UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Video,"Dec 20, 2023","Jul 31, 2024",Education › Post-Secondary Education,In-market segment,104,"21,285",0.49%,11.89%
UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Video,"Dec 20, 2023","Jul 31, 2024",Colleges,Custom intent segment: auto-created,100,"33,535",0.30%,11.37%
UCM - AI Horizon Campaign Video - 10.12-10.16,Video,"Oct 12, 2024","Oct 16, 2024",AI Chatbot,Custom intent segment: auto-created,99,"7,067",1.40%,2.32%
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024,Video,"May 9, 2024","Jun 9, 2024",Education › Current College Students,Detailed demographics,92,"6,407",1.44%,1.59%
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024,Video,"May 9, 2024","Jun 9, 2024",Education › Highest Level of Educational Attainment › Advanced Degree,Detailed demographics,80,"4,054",1.97%,1.65%
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024,Video,"May 23, 2024","Jun 23, 2024",Education › Post-Secondary Education,In-market segment,77,"8,854",0.87%,9.70%
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024,Video,"May 23, 2024","Jun 23, 2024",Education › Current College Students,Detailed demographics,76,"5,532",1.37%,0.89%
UCM - DOT Conference (Display) - 8.15-8.30,Display,"Aug 15, 2024","Aug 31, 2024",Government Contract Opportunities,Custom intent segment: auto-created,73,"133,269",0.05%,0
UCM - AI Horizons Campaign -Display - 10.12-10.16,Display,"Oct 12, 2024","Oct 16, 2024",Intelligent Robots,Custom intent segment: auto-created,72,"14,889",0.48%,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10,Video,"Oct 10, 2024","Nov 10, 2024",AI Chatbot,Custom intent segment: auto-created,70,"2,161",3.24%,7.13%
UCM - AI Horizons Campaign -Display - 10.12-10.16,Display,"Oct 12, 2024","Oct 16, 2024",Machine Learning Courses,Custom intent segment: auto-created,67,"8,767",0.76%,0
UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Video,"Dec 20, 2023","Jul 31, 2024",Education › Highest Level of Educational Attainment › High School Graduate,Detailed demographics,66,"144,093",0.05%,12.17%
UCM - DOT Conference (Display) - 8.15-8.30,Display,"Aug 15, 2024","Aug 31, 2024",AI Chatbot,Custom intent segment: auto-created,65,"56,823",0.11%,0
UCM - DOT Conference (Display) - 8.15-8.30,Display,"Aug 15, 2024","Aug 31, 2024",Artificial Intelligence Programs and Information,Custom affinity segment: auto-created,62,"91,076",0.07%,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024,Video,"Jun 11, 2024","Jul 7, 2024",Education › Post-Secondary Education › Technology Education,In-market segment,61,"3,383",1.80%,16.23%
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024,Video,"May 23, 2024","Jun 23, 2024",College Graduation › Recently Graduated,Life event,57,"4,968",1.15%,11.31%
UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Video,"Dec 20, 2023","Jul 31, 2024",Education › Post-Secondary Education › Technology Education,In-market segment,55,"9,271",0.59%,8.33%
UCM - DOT Conference (Bridges Video) - 8.15-8.30,Video,"Aug 15, 2024","Aug 31, 2024",University,Custom intent segment: auto-created,55,"3,966",1.39%,0.20%
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024,Video,"May 23, 2024","Jun 23, 2024",College Graduation,Life event,53,"3,281",1.62%,8.63%
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024,Video,"Apr 8, 2024","May 8, 2024",Education › Post-Secondary Education › Technology Education,In-market segment,51,"3,960",1.29%,14.47%
UCM - Branded Keyword Campaign - 11.11.2024  - 6.30.2025,Search,"Nov 11, 2024","Jun 30, 2025",Employment › Industry › Education Sector,Detailed demographics,49,352,13.92%,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2,Video,"Aug 2, 2024","Sep 2, 2024",Education › Post-Secondary Education › Business Education,In-market segment,46,"1,794",2.56%,31.38%
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024,Video,"May 23, 2024","Jun 23, 2024",Education › Highest Level of Educational Attainment › Advanced Degree,Detailed demographics,45,"3,302",1.36%,0.85%
UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Video,"Dec 20, 2023","Jul 31, 2024",People not in audiences,People not in audience segments,44,"65,137",0.07%,7.89%
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10,Video,"Oct 10, 2024","Nov 10, 2024",College Campuses,Custom intent segment: auto-created,43,"1,551",2.77%,9.22%
UCM - DOT Conference (Display) - 8.15-8.30,Display,"Aug 15, 2024","Aug 31, 2024",Logistics Services,Custom affinity segment: auto-created,42,"58,854",0.07%,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2,Video,"Aug 2, 2024","Sep 2, 2024",Autos & Vehicles › Motor Vehicles › Motor Vehicles by Brand › Tesla Motors,In-market segment,41,"1,263",3.25%,19.40%
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024,Video,"May 23, 2024","Jun 23, 2024",College Information,Custom intent segment: auto-created,37,"2,691",1.37%,2.04%
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024,Video,"May 9, 2024","Jun 9, 2024",Careers in Science,Custom intent segment: auto-created,35,"2,204",1.59%,1.04%
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024,Video,"May 9, 2024","Jun 9, 2024",College Information,Custom intent segment: auto-created,34,"2,169",1.57%,1.11%
UCM - AI Horizons Campaign -Display - 10.12-10.16,Display,"Oct 12, 2024","Oct 16, 2024",Government Jobs,Custom intent segment: auto-created,34,"6,431",0.53%,0
UCM - Branded Keyword Campaign - 11.11.2024  - 6.30.2025,Search,"Nov 11, 2024","Jun 30, 2025",Employment › Industry › Healthcare Industry,Detailed demographics,34,197,17.26%,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024,Video,"May 9, 2024","Jun 9, 2024",College Information,Custom intent segment: auto-created,32,"2,800",1.14%,2.64%
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10,Video,"Oct 10, 2024","Nov 10, 2024",College Education,Custom intent segment: auto-created,32,"1,314",2.44%,8.14%
UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Video,"Dec 20, 2023","Jul 31, 2024",Parental Status › Parents › Parents of Teens (13-17 years),Detailed demographics,31,"66,587",0.05%,11.76%
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024,Video,"Apr 8, 2024","May 8, 2024",AI Chatbot,Custom intent segment: auto-created,31,"3,514",0.88%,0.46%
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19,Video,"Jul 19, 2024","Aug 19, 2024",University,Custom intent segment: auto-created,30,"2,283",1.31%,2.58%
UCM - DOT Conference (Display) - 8.15-8.30,Display,"Aug 15, 2024","Aug 31, 2024",Education › Post-Secondary Education,In-market segment,30,"48,677",0.06%,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024,Video,"May 9, 2024","Jun 9, 2024",University,Custom intent segment: auto-created,29,"1,999",1.45%,2.75%
UCM - DOT Conference (Display) - 8.15-8.30,Display,"Aug 15, 2024","Aug 31, 2024",Technology,Affinity segment,29,"41,770",0.07%,0
